component_id,batch_id,batch_id_was_missing,property_name,property_unit,property_value,property_value_numeric,is_numeric_property_value
Базовое_масло_2,02425.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.57,32.57,True
Базовое_масло_2,02596.22,False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_2,02596.22,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_2,02596.22,False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_2,02596.22,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_2,02596.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1220,1220.0,True
Базовое_масло_2,02596.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2250,2250.0,True
Базовое_масло_2,02596.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4642,4642.0,True
Базовое_масло_2,02596.22,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10272,10272.0,True
Базовое_масло_2,02596.22,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,21000,21000.0,True
Базовое_масло_2,02596.22,False,"Индекс вязкости, ГОСТ 25371",–,96,96.0,True
Базовое_масло_2,02596.22,False,"Испаряемость по NOACK, ASTM D5800",%,14,14.0,True
Базовое_масло_2,02596.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.37,5.37,True
Базовое_масло_2,02596.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.61,32.61,True
Базовое_масло_2,02596.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.00003,3e-05,True
Базовое_масло_2,02596.22,False,"Массовая доля серы, ASTM D6481",% масс,0.028,0.028,True
Базовое_масло_2,02596.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00005,5e-05,True
Базовое_масло_2,02596.22,False,"Массовая доля цинка, ASTM D6481",% масс,0.00001,1e-05,True
Базовое_масло_2,02596.22,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,02596.22,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,02596.22,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,02596.22,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,-18.0,True
Базовое_масло_2,03275.23,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_2,03275.23,False,Деэм.время | ASTM D1401,мин,2,2.0,True
Базовое_масло_2,03275.23,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_2,03275.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_2,03275.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1225,1225.0,True
Базовое_масло_2,03275.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2273,2273.0,True
Базовое_масло_2,03275.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4718,4718.0,True
Базовое_масло_2,03275.23,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10407,10407.0,True
Базовое_масло_2,03275.23,False,"Индекс вязкости, ГОСТ 25371",–,97,97.0,True
Базовое_масло_2,03275.23,False,"Испаряемость по NOACK, ASTM D5800",%,12.5,12.5,True
Базовое_масло_2,03275.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.42,5.42,True
Базовое_масло_2,03275.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.97,32.97,True
Базовое_масло_2,03275.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0002,0.0002,True
Базовое_масло_2,03275.23,False,"Массовая доля серы, ASTM D6481",% масс,0.099,0.099,True
Базовое_масло_2,03275.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_2,03275.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_2,03275.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,03275.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,03275.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,03275.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,-18.0,True
Базовое_масло_2,0407.24,False,Деэм.вода | ASTM D1401,мл,39,39.0,True
Базовое_масло_2,0407.24,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_2,0407.24,False,Деэм.масло | ASTM D1401,мл,41,41.0,True
Базовое_масло_2,0407.24,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_2,0407.24,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1206,1206.0,True
Базовое_масло_2,0407.24,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2249,2249.0,True
Базовое_масло_2,0407.24,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4651,4651.0,True
Базовое_масло_2,0407.24,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10139,10139.0,True
Базовое_масло_2,0407.24,False,"Индекс вязкости, ГОСТ 25371",–,98,98.0,True
Базовое_масло_2,0407.24,False,"Испаряемость по NOACK, ASTM D5800",%,13.7,13.7,True
Базовое_масло_2,0407.24,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.38,5.38,True
Базовое_масло_2,0407.24,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.45,32.45,True
Базовое_масло_2,0407.24,False,"Массовая доля кальция, ASTM D6481",% масс,0.0003,0.0003,True
Базовое_масло_2,0407.24,False,"Массовая доля серы, ASTM D6481",% масс,0.0267,0.0267,True
Базовое_масло_2,0407.24,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,0407.24,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,0407.24,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,0407.24,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-18,-18.0,True
Базовое_масло_2,071.23,False,Деэм.вода | ASTM D1401,мл,40,40.0,True
Базовое_масло_2,071.23,False,Деэм.время | ASTM D1401,мин,5,5.0,True
Базовое_масло_2,071.23,False,Деэм.масло | ASTM D1401,мл,40,40.0,True
Базовое_масло_2,071.23,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_2,071.23,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1133,1133.0,True
Базовое_масло_2,071.23,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2137,2137.0,True
Базовое_масло_2,071.23,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4429,4429.0,True
Базовое_масло_2,071.23,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,9680,9680.0,True
Базовое_масло_2,071.23,False,"Индекс вязкости, ГОСТ 25371",–,99,99.0,True
Базовое_масло_2,071.23,False,"Испаряемость по NOACK, ASTM D5800",%,14,14.0,True
Базовое_масло_2,071.23,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.36,5.36,True
Базовое_масло_2,071.23,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.12,32.12,True
Базовое_масло_2,071.23,False,"Массовая доля кальция, ASTM D6481",% масс,0.0004,0.0004,True
Базовое_масло_2,071.23,False,"Массовая доля серы, ASTM D6481",% масс,0.017,0.017,True
Базовое_масло_2,071.23,False,"Массовая доля фосфора, ASTM D6481",% масс,0.0006,0.0006,True
Базовое_масло_2,071.23,False,"Массовая доля цинка, ASTM D6481",% масс,0.0001,0.0001,True
Базовое_масло_2,071.23,False,Последовательность 1 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,071.23,False,Последовательность 2 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,071.23,False,Последовательность 3 | ASTM D892,см³,0,0.0,True
Базовое_масло_2,071.23,False,"Температура застывания, ГОСТ 20287, метод Б",°C,-17,-17.0,True
Базовое_масло_2,0769.22,False,Деэм.вода | ASTM D1401,мл,38,38.0,True
Базовое_масло_2,0769.22,False,Деэм.время | ASTM D1401,мин,10,10.0,True
Базовое_масло_2,0769.22,False,Деэм.масло | ASTM D1401,мл,42,42.0,True
Базовое_масло_2,0769.22,False,Деэм.эмульсия | ASTM D1401,мл,0,0.0,True
Базовое_масло_2,0769.22,False,"Динамическая вязкость CCS -15°C, ASTM D5293",мПа*с,1237,1237.0,True
Базовое_масло_2,0769.22,False,"Динамическая вязкость CCS -20°C, ASTM D5293",мПа*с,2273,2273.0,True
Базовое_масло_2,0769.22,False,"Динамическая вязкость CCS -25°C, ASTM D5293",мПа*с,4785,4785.0,True
Базовое_масло_2,0769.22,False,"Динамическая вязкость CCS -30°C, ASTM D5293",мПа*с,10513,10513.0,True
Базовое_масло_2,0769.22,False,"Динамическая вязкость CCS -35°C, ASTM D5293",мПа*с,21200,21200.0,True
Базовое_масло_2,0769.22,False,"Индекс вязкости, ГОСТ 25371",–,96,96.0,True
Базовое_масло_2,0769.22,False,"Испаряемость по NOACK, ASTM D5800",%,15.5,15.5,True
Базовое_масло_2,0769.22,False,"Кинематическая вязкость, при 100°C, ASTM D445",мм²/с,5.335,5.335,True
Базовое_масло_2,0769.22,False,"Кинематическая вязкость, при 40°C, ASTM D445",мм²/с,32.39,32.39,True
Базовое_масло_2,0769.22,False,"Массовая доля кальция, ASTM D6481",% масс,0.00014,0.00014,True
Базовое_масло_2,0769.22,False,"Массовая доля серы, ASTM D6481",% масс,0.0247,0.0247,True
Базовое_масло_2,0769.22,False,"Массовая доля фосфора, ASTM D6481",% масс,0.00003,3e-05,True
